"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]"
0.621007612993368,1.58302469516098,-0.0793299988219448,0.190975114673146,-0.565174379606174,0.0953153325745504
0.291038774584359,1.50777796956021,-0.0759602582024058,-0.0063262913106884,-0.65020210000748,0.266871175979829
0.361493792150502,1.48447097755238,0.185790051230547,0.388022186344006,-0.106318181647329,0.392576594159653
0.839035564696337,1.60035881023934,-0.0450855620459974,0.0802657232424087,-0.479800620685917,0.215763157828847
1.51714104930454,1.60656675450763,-0.0982706958491527,-0.193912146695664,-0.299012734251922,0.18142379536131
1.04232895761043,1.58697236998853,0.0824327949153066,0.0229963876410311,-0.67664199929673,0.278917959857787
0.773210419830331,1.53893956952221,-0.349594572609636,0.0565670960480351,-0.504040508534929,0.186235699686476
0.716196742405898,1.5581898719566,0.0237103818881377,0.161996691354765,-0.497054272631949,0.377159869553568
0.200881881187672,1.58795905487328,-0.0521951610577942,0.403049354633592,-0.360798711040326,0.116800459291267
0.656688125034068,1.57154998462368,-0.103708837509222,0.00263334119162723,-0.591786081401566,0.346419590428242
0.336518545848258,1.53512459432279,-0.169263484859648,0.362214021655745,-0.7675074315204,0.505049040247845
1.07124692332583,1.6684885694423,0.0364498653990484,0.144859395630637,-0.578777975591631,0.384477276195974
0.849649835934378,1.62946168763122,0.104439567534262,0.107404003378148,-0.481973114904532,0.268084251108231
0.716441083716816,1.52347178276915,0.0152786426720112,0.0295681574332261,-0.65208126205272,0.373175372079617
0.405585611691072,1.55432380394966,0.0464136516340984,0.18365218754056,-0.763505552509194,0.244248185876
0.592489339061523,1.64467559579568,0.0281050427775672,-0.107534520053222,-0.723363268890827,0.405130058831951
0.030429639010819,1.6651321629091,-0.173833973411468,0.465192410227137,-0.446273404084953,0.232877387704158
1.30783192824075,1.64505155457958,-0.416881087743455,-0.375705878636695,-0.814168889895631,0.215795787613858
0.384928861525905,1.51662268123113,-0.0678191845055417,0.0895410303991194,-0.767428792385951,0.333746776060114
0.628956438319717,1.54920854888779,0.163335815793339,0.660283741593626,0.186088360713026,0.154755768363569
1.18893006715465,1.5706266396491,-0.0395711198812451,-0.0346186878085139,-0.573160202057472,0.352015887353562
0.343311561634988,1.56292815896022,-0.142422976031226,0.110768432340552,-0.511875006654089,0.240345688448036
0.981195319030569,1.54615302429438,0.135871593989613,-0.0284539027210049,-0.80414520225826,0.155973486619295
1.01327220003154,1.64181156046718,-0.318794643994848,0.0496120787704101,-0.341294492978468,0.29300673570893
0.558505926716563,1.56451083195324,-0.275680719570116,0.330948100919054,-0.449492952794221,0.328442294589513
1.23419848070765,1.60663653311563,-0.0916289885005972,-0.317149637693575,-0.880823316762213,0.340079419923095
-0.311955358785169,1.55105907287796,0.158053728758559,0.246048772375913,-0.681324243392092,0.264368560054666
0.389689787839385,1.61606506435136,0.0709055511950974,0.534042468534377,-0.488946002227216,0.281232157256958
0.0426708577145389,1.52733061289693,-0.226743126185024,0.663052319078136,-0.807347908330593,0.239866543936286
0.770874673522012,1.49459477420294,-0.402055146453545,-0.0654964084233463,-0.588375708185466,0.197088387893093
1.41009170932045,1.56084114018178,-0.200697203621071,-0.287334718220242,-0.497093337100379,0.37160643845743
0.751445271645833,1.54799968853501,0.0333704816529568,-0.121489796427641,-0.559562339776711,0.335574538324278
0.556088364442457,1.54860501319039,0.113522412396239,0.298458898771803,-0.489976022105701,0.348390050024535
0.281623783054144,1.52307367026171,-0.168187159095306,0.389875610822406,-0.402740928906969,0.313973617100971
-0.0702396996444713,1.54185986978994,-0.368613408026869,0.626222848595632,-0.622422983214126,0.262639030772472
0.0975273352468009,1.55402973107012,-0.0758866081210895,0.243304863091099,-0.747555022500356,0.259071336602021
0.876214307199902,1.55040945864591,-0.202174226342983,0.166389861651569,-0.3327551207038,0.359648271454375
0.97399197490339,1.60453225503113,-0.25653572230587,-0.0114587532516877,-0.679253131754904,0.383605611293369
0.540662863536436,1.54798761951864,-0.0376820235184349,0.0952926435388851,-0.490273741305947,0.286410940244916
0.800620689595727,1.57962164924413,-0.290337496021544,0.0566583420218266,-0.482225265519423,0.310570293366853
0.447987087360159,1.56864496060622,-0.129511163101818,0.497506558071549,-0.562055342511473,0.401450592874437
1.00673078374104,1.54083837256842,-0.101684261047188,0.138797142701105,-0.348957682802033,0.260141466738754
0.850017921427885,1.54284040326005,-0.01926053773086,0.0045317042089863,-0.771331125252368,0.365739184255436
0.844129194085289,1.53649037291806,-0.108193512584095,-0.0176818338658479,-0.325385096651705,0.319836703071312
0.716609610482483,1.54658157022308,-0.0571243654696539,0.33496725209822,-0.371801770936975,0.590230463766894
1.09907572917269,1.61745917001488,-0.193810262313052,-0.145113397734923,-0.370845923155859,0.300656235683232
0.267173129022522,1.52502182181976,0.314704409971797,0.588159717255365,-0.310195012645232,0.432327633198296
0.29457273463052,1.53651381505634,-0.0483683413324332,0.267817413720414,-0.540543074346081,0.358203969166791
1.0997987597202,1.60663975573648,-0.194351629631695,0.0136805775294889,-0.379679950511343,0.356121917988564
0.426625850528273,1.49158034472085,0.0151754759163789,-0.0146663044141963,-0.808714609840793,0.306581474484382
0.919758076979428,1.57237443126039,-0.0387255889426321,0.095846407968613,-0.397399008463396,0.256787350020363
0.548187177459507,1.5405762606612,0.065020973552185,0.219747956585693,-0.457404923410149,0.359953050029754
0.623376208121022,1.63097786971972,-0.173040570831233,-0.0568862562065317,-0.50431656708888,0.281937506958535
0.777044985216727,1.62228419538481,-0.166694899898613,-0.146346084091329,-0.854951023919307,0.215525671102875
0.251988321269348,1.66729236531492,-0.198074097903458,0.196972597127858,-0.357971082647411,0.218949344239695
0.357143970178167,1.61730824291347,-0.202984808256633,0.127293213860851,-0.490293983549753,0.188573191438633
0.714767786136364,1.58678531376327,-0.0039761896904612,0.0192257035987451,-0.453652428711681,0.474899697987309
0.0329277739208853,1.60524431348727,0.184896796682633,0.19178433811654,-0.766663351704157,0.409386821283938
1.0233337156497,1.56403005664569,-0.0134618681513716,-0.0532236271276707,-0.608467128127215,0.272494683780792
1.02576208619477,1.5656387568539,-0.102527972294204,0.0153261524881117,-0.375857110632376,0.369115389850671
1.57632593680001,1.55282206489635,-0.222206284208153,0.213708323456191,-0.132959742188498,0.342911471967905
1.01004736234046,1.62837515949863,-0.247831345054885,-0.0510184614461465,-0.547672969500639,0.377899556269963
1.45460640299922,1.54640079354635,-0.173970536733591,0.1727843314743,0.110133166159008,0.147699875025505
